Symbol,DailyReturn
INTC,-0.00223549621800646
LCID,-0.0013919177180394984
MARA,0.004519598685782179
NVDA,0.004993410995054438
PLTR,0.006694523423424491
PLUG,-0.00027251124608390387
SMCI,0.00493952923472958
SOFI,0.003458784952506428
SOUN,0.010966656147887046
TSLA,0.0026226050251232985
